"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3090000","3090000-102-2002-00002","2002-03-08","","01","영업/정상","01","영업","","","","","02996 9988","260.60","132-898","서울특별시 도봉구 창동 10-3번지 세정빌딩 ","서울특별시 도봉구 노해로69길 15, 세정빌딩 지하1층 (창동)","01414","신세계","2019-11-04 11:43:10","U","2019-11-06 02:40:00.0","룸살롱","204397.004135761    ","461175.40204195     ","룸살롱","","","","","상수도전용","","","","","","","","","Y","260.6","","",""
"3090000","3090000-102-2002-00004","2002-11-11","","01","영업/정상","01","영업","","","","","02 9912191","73.96","132-898","서울특별시 도봉구 창동 10-1 ","서울특별시 도봉구 노해로69길 15-15, 104호 (창동, 점보빌딩)","01414","에스비에스","2020-12-14 13:39:42","U","2020-12-16 02:40:00.0","룸살롱","204354.5            ","461162.92           ","룸살롱","0","0","유흥업소밀집지역","관리","상수도전용","","","","","","","","","Y","73.96","","",""
"3090000","3090000-102-2007-00001","2007-04-17","","01","영업/정상","01","영업","","","","","02 9980769","93.60","132-898","서울특별시 도봉구 창동 3-3번지 ","서울특별시 도봉구 마들로11길 73, 지하1층 3호,4호 (창동)","01414","가왕","2019-12-19 17:37:12","U","2019-12-21 02:40:00.0","룸살롱","204263.706546457    ","461207.244729609    ","룸살롱","0","0","","","","","","","","","","","","Y","93.6","","",""
"3090000","3090000-102-2007-00002","2007-07-04","","01","영업/정상","01","영업","","","","","0232973535","81.31","132-898","서울특별시 도봉구 창동 3-4 ","서울특별시 도봉구 마들로11길 71, 지하1층 (창동)","01414","엠비씨(M. B. C)","2022-04-19 15:19:25","U","2022-04-21 02:40:00.0","룸살롱","204285.331210395    ","461213.575148552    ","룸살롱","","","","","상수도전용","","","","","","","","","Y","81.31","","",""
"3090000","3090000-102-2007-00003","2007-07-10","","01","영업/정상","01","영업","","","","","","68.94","132-898","서울특별시 도봉구 창동 3-3 콤마빌딩 지하층 1,2호 ","서울특별시 도봉구 마들로11길 73, 지하층 1,2호 (창동, 콤마빌딩)","01414","와와","2020-08-13 15:43:22","U","2020-08-15 02:40:00.0","룸살롱","204263.706546457    ","461207.244729609    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","68.94","","",""
"3090000","3090000-102-1999-04654","1999-06-17","","01","영업/정상","01","영업","","","","","02 9955001","325.88","132-898","서울특별시 도봉구 창동 12-1 ","서울특별시 도봉구 노해로69길 21-11 (창동)","01414","아바타","2023-11-01 15:58:29","U","2023-11-03 02:40:00.0","룸살롱","204348.91           ","461195.825          ","룸살롱","","","","","","","","","","","","","","Y","325.88","","",""
"3090000","3090000-102-2000-04957","2000-01-25","","03","폐업","02","폐업","2010-11-04","","","","02 9064666","101.76","132-898","서울특별시 도봉구 창동 12-1번지 (지상6층) ","","","코리아나","2006-11-23 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","204348.91           ","461195.825          ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","101.76","","",""
"3100000","3100000-102-1992-04963","1992-09-07","","03","폐업","02","폐업","2001-03-29","","","","02 9338100","204.96","139-942","서울특별시 노원구 상계동 711-11번지 ","","","미가","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205180.090129874    ","461429.560865478    ","룸살롱","2","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","204.96","","",""
"3100000","3100000-102-2018-00001","2018-11-16","","01","영업/정상","01","영업","","","","","","703.56","139-942","서울특별시 노원구 상계동 711-9 노블레스관광호텔 3층 ","서울특별시 노원구 노해로77길 22, 노블레스관광호텔 3층 (상계동)","01689","메이저","2024-04-09 15:16:04","U","2024-04-11 02:40:00.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","","","상수도전용","","","","","","","","","Y","703.56","","",""
"3100000","3100000-102-1990-04960","1990-03-23","","03","폐업","02","폐업","2011-12-06","","","","02 9524242","574.68","139-942","서울특별시 노원구 상계동 731-3번지 지하1층 ","","","폭시","2011-06-15 09:37:34","I","2018-08-31 23:59:59.0","간이주점","205255.038442562    ","461244.575305854    ","간이주점","","","","","","","","","","","","","","N","574.68","","",""
"3100000","3100000-102-1990-04961","1990-09-29","","03","폐업","02","폐업","2015-04-06","","","","02 9353010","154.76","139-942","서울특별시 노원구 상계동 712-0번지 지상2층 ","서울특별시 노원구 동일로 1413 (상계동, 지상2층)","01689","무랑루즈 크럽","2014-01-14 16:10:24","I","2018-08-31 23:59:59.0","룸살롱","205226.636812894    ","461377.823143433    ","룸살롱","","","","","","","","","","","","","","N","154.76","","",""
"3100000","3100000-102-1991-04962","1991-01-12","","03","폐업","02","폐업","2018-06-07","","","","02 9353010","598.54","139-942","서울특별시 노원구 상계동 712-0번지 지하1층 ","서울특별시 노원구 동일로 1413 (상계동,지하1층)","01689","마이웨이","2018-06-07 14:53:40","I","2018-08-31 23:59:59.0","룸살롱","205226.636812894    ","461377.823143433    ","룸살롱","","","","","","","","","","","","","","N","598.54","","",""
"3100000","3100000-102-1999-06125","1999-06-16","","03","폐업","02","폐업","2013-12-11","","","","02 9511032","282.66","139-942","서울특별시 노원구 상계동 705-2번지 청산빌딩 ","서울특별시 노원구 노해로 451 (상계동, 청산빌딩)","01689","밤과음악사이 가요리믹스 노원점","2012-11-28 09:36:55","I","2018-08-31 23:59:59.0","고고(디스코)클럽","205067.90796543     ","461303.978899871    ","고고(디스코)클럽","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","282.66","","",""
"3100000","3100000-102-1999-06215","1999-07-24","","03","폐업","02","폐업","2007-12-11","","","","02 9512262","318.32","139-942","서울특별시 노원구 상계동 709-2번지 ","","","아방궁","2005-09-27 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205137.089791487    ","461322.100330856    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","318.32","","",""
"3100000","3100000-102-1999-06390","1999-10-21","","03","폐업","02","폐업","2017-09-13","","","","02 9513900","220.01","139-832","서울특별시 노원구 상계동 727-0번지 덕영빌딩 지하1층 ","서울특별시 노원구 노해로 482 (상계동,덕영빌딩 지하1층)","01751","그린라이트파티","2017-09-13 16:47:59","I","2018-08-31 23:59:59.0","카바레","205378.033019597    ","461318.08645497     ","카바레","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","220.01","","",""
"3100000","3100000-102-1999-06404","1999-10-28","","03","폐업","02","폐업","2012-06-11","","","","02 9334486","103.95","139-942","서울특별시 노원구 상계동 708-3번지 ","","","르네상스","2003-06-24 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205127.802820747    ","461355.240414987    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","103.95","","",""
"3100000","3100000-102-1999-06433","1999-11-11","","03","폐업","02","폐업","2006-05-30","","","","02 9361657","157.01","139-832","서울특별시 노원구 상계동 728-1번지 지하2층 ","","","아이엔지피씨(ING.P.C)","2006-05-02 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205341.234473894    ","461208.986685934    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","157.01","","",""
"3100000","3100000-102-2000-06623","2000-01-07","","03","폐업","02","폐업","2012-06-29","","","","02 9350999","96.01","139-942","서울특별시 노원구 상계동 708-0번지 지하1층 ","","","왕과비2","2011-06-21 12:16:18","I","2018-08-31 23:59:59.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","","","","","","","","","","","","","","N","96.01","","",""
"3100000","3100000-102-2000-06897","2000-04-07","","03","폐업","02","폐업","2012-07-02","","","","02 9372220","64.06","139-942","서울특별시 노원구 상계동 730-5번지 지하1층5호 ","","","아미가","2005-01-11 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","2","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","64.06","","",""
"3100000","3100000-102-2000-07182","2000-10-27","","03","폐업","02","폐업","2009-05-14","","","","02 9339496","70.69","139-832","서울특별시 노원구 상계동 724-1번지 ","","","스카이","2004-01-09 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205439.320706497    ","461335.356566932    ","룸살롱","0","0","","","","","","","","","","","","N","70.69","","",""
"3100000","3100000-102-2001-07455","2001-03-28","","03","폐업","02","폐업","2014-12-16","","","","02  935 2228","703.56","139-942","서울특별시 노원구 상계동 711-9번지 노블레스관광호텔 3층 ","서울특별시 노원구 노해로77길 22, 3층 (상계동, 노블레스관광호텔)","01689","아일랜드","2013-03-19 10:30:35","I","2018-08-31 23:59:59.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","","","","","","","","","","","","N","703.56","","",""
"3100000","3100000-102-2001-07602","2001-06-05","","03","폐업","02","폐업","2003-05-30","","","","02 9314114","980.39","139-200","서울특별시 노원구 상계동 711-9번지 , 11호 ","","","돈텔마마나이트크럽","2002-09-09 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","","","유흥업소밀집지역","관리","상수도전용","","","","","","","","","N","980.39","","",""
"3100000","3100000-102-2002-00002","2002-03-26","","03","폐업","02","폐업","2019-12-12","","","","","328.18","139-832","서울특별시 노원구 상계동 724-2번지 지하 1층 ","서울특별시 노원구 노해로 492 (상계동,지하 1층)","01751","신애플","2019-12-12 15:56:00","U","2019-12-14 02:40:00.0","룸살롱","205462.410427775    ","461341.913474047    ","룸살롱","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","328.18","","",""
"3100000","3100000-102-2002-00004","2002-09-26","","03","폐업","02","폐업","2015-07-20","","","","9327373","64.48","139-942","서울특별시 노원구 상계동 703-3번지 ","서울특별시 노원구 노해로75길 14-13 (상계동)","01689","청노루","2008-01-28 09:36:03","I","2018-08-31 23:59:59.0","룸살롱","205054.463440349    ","461363.28359456     ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","64.48","","",""
"3100000","3100000-102-2003-00004","2003-11-25","","03","폐업","02","폐업","2004-05-11","","","","9234113","930.64","139-942","서울특별시 노원구 상계동 711-9번지 ","","","벨라지오 호텔나이트","2004-02-25 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","0","0","","","상수도전용","","","","","","","","","N","930.64","","",""
"3100000","3100000-102-2004-00001","2004-06-22","","03","폐업","02","폐업","2005-01-18","","","","9774119","930.64","139-942","서울특별시 노원구 상계동 711-9번지 ","","","잠보나이트","2004-06-22 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","0","0","","","","","","","","","","","","N","930.64","","",""
"3100000","3100000-102-2007-00001","2007-10-04","","03","폐업","02","폐업","2018-04-30","","","","02  937 8145","65.52","139-942","서울특별시 노원구 상계동 710번지 3층 ","서울특별시 노원구 노해로77길 14-3, 3층 (상계동)","01689","딸기","2018-04-30 15:35:27","I","2018-08-31 23:59:59.0","비어(바)살롱","205164.054482331    ","461393.748688552    ","비어(바)살롱","","","","","","","","","","","","","","N","65.52","","",""
"3100000","3100000-102-2008-00001","2008-04-17","","03","폐업","02","폐업","2015-05-20","","","","02  935 2228","294.21","139-942","서울특별시 노원구 상계동 711-9번지 2층(노해로 77길 22) ","서울특별시 노원구 노해로77길 22 (상계동,2층(노해로 77길 22))","01689","노블레스","2015-05-20 14:39:10","I","2018-08-31 23:59:59.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","유흥업소밀집지역","","","","","","","","","","","N","294.21","","",""
"3100000","3100000-102-2008-00002","2008-11-17","","03","폐업","02","폐업","2019-12-05","","","","02  951 9514","453.79","139-942","서울특별시 노원구 상계동 709번지 인산빌딩 지하1층 ","서울특별시 노원구 노해로 455 (상계동,인산빌딩 지하1층)","01689","쵸코렛","2019-12-05 09:12:32","U","2019-12-07 02:40:00.0","룸살롱","205095.669872505    ","461310.75073869     ","룸살롱","","","","","","","","","","","","","","N","453.79","","",""
"3100000","3100000-102-2001-07701","2001-12-08","","03","폐업","02","폐업","2002-06-20","","","","","","139-942","서울특별시 노원구 상계동 730-5번지 지하1층 ","","","신천지","2001-12-08 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","","","","","","","","","","","","","","N","0","","",""
"3100000","3100000-102-1989-04958","1989-12-22","","01","영업/정상","01","영업","","","","","02  930 7068","1063.81","139-830","서울특별시 노원구 상계동 734-4번지 동방빌딩 ","서울특별시 노원구 노해로 456, 동방빌딩 지하층 (상계동)","01762","호박관광나이트클럽","2018-01-24 10:54:42","I","2018-08-31 23:59:59.0","고고(디스코)클럽","205106.014705322    ","461240.092957745    ","고고(디스코)클럽","","","","","","","","","","","","","","N","1063.81","","",""
"3100000","3100000-102-1999-05857","1999-04-06","","01","영업/정상","01","영업","","","","","02  934 3303","240.16","139-832","서울특별시 노원구 상계동 724-3번지 지하1층 2,3,4호 ","서울특별시 노원구 노해로 494, 지하1층 2,3,4호 (상계동)","01751","토마토","2019-10-21 14:08:58","U","2019-10-23 02:40:00.0","룸살롱","205489.761880316    ","461349.75973809     ","룸살롱","0","0","유흥업소밀집지역","우수","상수도전용","","","","","","","","","N","240.16","","",""
"3100000","3100000-102-1999-04959","1999-10-20","","01","영업/정상","01","영업","","","","","02 9383377","889.03","139-942","서울특별시 노원구 상계동 711-13 ","서울특별시 노원구 동일로 1417 (상계동)","01689","노원 별밤","2021-10-08 14:03:36","U","2021-10-10 02:40:00.0","고고(디스코)클럽","205221.539176675    ","461414.218921501    ","고고(디스코)클럽","","","","","","","","","","","","","","N","889.03","","",""
"3100000","3100000-102-1999-06547","1999-12-09","","01","영업/정상","01","영업","","","","","02 9378001","506.88","139-942","서울특별시 노원구 상계동 705-0 ","서울특별시 노원구 노해로 447 (상계동)","01689","고구려노래클럽","2023-01-13 18:03:28","U","2023-01-15 02:40:00.0","룸살롱","205027.078637975    ","461291.30503617     ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","506.88","","",""
"3100000","3100000-102-1999-06589","1999-12-29","","01","영업/정상","01","영업","","","","","02 9365858","241.44","139-942","서울특별시 노원구 상계동 710 문화빌딩 지하1층 ","서울특별시 노원구 노해로77길 14-3, 지하1층 (상계동, 문화빌딩)","01689","슈퍼모델","2023-06-27 15:34:39","U","2023-06-29 02:40:00.0","룸살롱","205164.054482331    ","461393.748688552    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","241.44","","",""
"3100000","3100000-102-2000-06724","2000-03-04","","01","영업/정상","01","영업","","","","","0239223922","126.00","139-942","서울특별시 노원구 상계동 707-1번지 ","서울특별시 노원구 노해로75길 14-19 (상계동)","01689","청노루","2019-08-13 11:33:13","U","2019-08-15 02:40:00.0","룸살롱","205088.642066605    ","461372.850933416    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","126","","",""
"3100000","3100000-102-2000-06842","2000-04-26","","01","영업/정상","01","영업","","","","","02 9398184","160.68","139-942","서울특별시 노원구 상계동 706-1 2층 ","서울특별시 노원구 노해로75길 20-21 (상계동,2층)","01689","피터팬","2023-06-02 16:27:15","U","2023-06-04 02:40:00.0","룸살롱","205084.146485163    ","461402.607066305    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","160.68","","",""
"3100000","3100000-102-2000-07041","2000-08-10","","01","영업/정상","01","영업","","","","","02 9337154","176.80","139-942","서울특별시 노원구 상계동 709-1번지 은성빌딩 ","서울특별시 노원구 노해로 457, 은성빌딩 지하1층 (상계동)","01689","럭셔리","2019-10-24 11:24:47","U","2019-10-26 02:40:00.0","룸살롱","205114.407299438    ","461315.443959612    ","룸살롱","","","","","","","","","","","","","","N","176.8","","",""
"3100000","3100000-102-2001-07699","2001-07-20","","01","영업/정상","01","영업","","","","","02 9330033","371.03","139-832","서울특별시 노원구 상계동 724-2 프린스빌딩 ","서울특별시 노원구 노해로 492, 프린스빌딩 지하1층 (상계동)","01751","준코뮤직타운 노원점","2021-06-04 16:07:58","U","2021-06-06 02:40:00.0","룸살롱","205462.410427775    ","461341.913474047    ","룸살롱","","","기타","지도","상수도전용","","","","","","","","","N","371.03","","",""
"3100000","3100000-102-2002-00003","2002-08-13","","01","영업/정상","01","영업","","","","","02 9370018","60.01","139-942","서울특별시 노원구 상계동 707-3 지하1층 ","서울특별시 노원구 노해로75길 14-25 (상계동,지하1층)","01689","넘버원(NO.1)","2022-10-04 10:48:54","U","2022-10-06 02:40:00.0","룸살롱","205115.57539185     ","461380.387270146    ","룸살롱","","","","","","","","","","","","","","N","60.01","","",""
"3100000","3100000-102-2003-00001","2003-10-06","","01","영업/정상","01","영업","","","","","9515472","110.49","139-942","서울특별시 노원구 상계동 708-2 ","서울특별시 노원구 노해로75길 14-22 (상계동)","01689","골드러쉬 (GOLD RUSH)","2024-08-28 11:22:56","U","2024-08-30 02:40:00.0","룸살롱","205111.67498979     ","461350.729025351    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","110.49","","",""
"3100000","3100000-102-2003-00002","2003-10-30","","01","영업/정상","01","영업","","","","","9306317","101.83","139-942","서울특별시 노원구 상계동 704-3 유남빌딩 지하 ","서울특별시 노원구 노해로75길 14-12 (상계동,유남빌딩 지하)","01689","갤럭시클럽","2025-01-17 17:15:54","U","2025-01-19 02:40:00.0","룸살롱","205060.885          ","461336.51           ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","101.83","","",""
"3100000","3100000-102-2003-00003","2003-11-08","","01","영업/정상","01","영업","","","","","02  951 3865","82.05","139-832","서울특별시 노원구 상계동 724-1 길빌딩 ","서울특별시 노원구 노해로 490, 길빌딩 3층 304, 305호 (상계동)","01751","엠(M)노래주점","2024-05-10 16:46:01","U","2024-05-12 02:40:00.0","룸살롱","205439.320706497    ","461335.356566932    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","82.05","","",""
"3100000","3100000-102-2005-00001","2005-06-29","","01","영업/정상","01","영업","","","","","9356072","67.60","139-942","서울특별시 노원구 상계동 708 ","서울특별시 노원구 노해로75길 14-18, 2층 (상계동, 도영빌딩)","01689","SBS노래바","2024-01-04 16:52:08","U","2024-01-06 02:40:00.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","67.6","","",""
"3100000","3100000-102-2005-00002","2005-11-02","","01","영업/정상","01","영업","","","","","9306 257","940.07","139-942","서울특별시 노원구 상계동 711-9 지하2층 ","서울특별시 노원구 노해로77길 22, 지하2층 (상계동)","01689","스타 나이트","2025-02-26 17:34:33","U","2025-02-28 02:40:00.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","0","0","","","","0","0","0","0","0","","0","0","N","940.07","","",""
"3100000","3100000-102-2009-00001","2009-05-29","","01","영업/정상","01","영업","","","","","02  33923359","324.47","139-832","서울특별시 노원구 상계동 724-1 길빌딩 ","서울특별시 노원구 노해로 490, 길빌딩 7층 (상계동)","01751","논다 노래타운 노원점","2024-03-18 14:01:02","U","2024-03-20 02:40:00.0","간이주점","205439.320706497    ","461335.356566932    ","간이주점","3","3","학교정화(상대)","","상수도전용","","","","","","","","","N","324.47","","",""
"3100000","3100000-102-2012-00001","2012-07-04","","01","영업/정상","01","영업","","","","","02  935 0999","96.01","139-942","서울특별시 노원구 상계동 708 ","서울특별시 노원구 노해로75길 14-18, 지하1층 (상계동)","01689","몰디브","2022-08-29 17:04:34","U","2022-08-31 02:40:00.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","96.01","","",""
"3100000","3100000-102-2001-07700","2001-11-15","","01","영업/정상","01","영업","","","","","9356869","70.70","139-942","서울특별시 노원구 상계동 730-5 지하2호","서울특별시 노원구 동일로 1393, 지하층 지하2호 (상계동)","01762","비전","2024-05-27 14:53:18","U","2024-05-29 02:40:00.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","70.7","","",""
"3100000","3100000-102-2002-00001","2002-03-25","","01","영업/정상","01","영업","","","","","9322882","92.39","139-942","서울특별시 노원구 상계동 710-2 ","서울특별시 노원구 노해로77길 14-7 (상계동)","01689","에스라인","2020-09-20 14:24:53","U","2020-09-22 02:40:00.0","룸살롱","205185.519399243    ","461399.628611913    ","룸살롱","0","0","유흥업소밀집지역","관리","상수도전용","","","","","","","","","N","92.39","","",""
"3100000","3100000-102-1999-05852","1999-04-02","","03","폐업","02","폐업","2000-05-18","","","","02 9339496","247.68","139-832","서울특별시 노원구 상계동 724-1번지 702,703호 ","","","카사노바","2000-05-26 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205439.320706497    ","461335.356566932    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","247.68","","",""
"3110000","3110000-102-2010-00001","2010-10-18","","01","영업/정상","01","영업","","","","","","93.20","122-837","서울특별시 은평구 대조동 12-10번지 외1필지(지층) ","서울특별시 은평구 불광로 21 (대조동,외1필지(지층))","03396","전국노래밤","2016-12-07 11:06:05","I","2018-08-31 23:59:59.0","기타","193609.40082919     ","456446.339287059    ","기타","","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","93.2","","",""
"3110000","3110000-102-2010-00002","2010-11-10","","01","영업/정상","01","영업","","","","","","85.68","122-923","서울특별시 은평구 응암동 577-46 지층 ","서울특별시 은평구 가좌로 232 (응암동, 지층)","03457","테마 노래방","2023-10-10 15:21:59","U","2023-10-12 02:40:00.0","룸살롱","192596.187206153    ","454258.336748523    ","룸살롱","","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","85.68","","",""
"3110000","3110000-102-2014-00003","2014-12-17","","01","영업/정상","01","영업","","","","","02  305 5727","97.16","122-924","서울특별시 은평구 응암동 600-10번지 지층 ","서울특별시 은평구 응암로13길 5 (응암동, 지층)","03485","투투노래팡","2018-03-27 14:40:27","I","2018-08-31 23:59:59.0","기타","192560.870966262    ","454140.711393204    ","기타","","1","기타","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","97.16","","",""
"3110000","3110000-102-2015-00001","2015-04-22","","01","영업/정상","01","영업","","","","","","85.68","122-924","서울특별시 은평구 응암동 599-5 지하1층 ","서울특별시 은평구 응암로13길 11-10, 지하1층 (응암동)","03485","신세계","2024-11-12 17:35:28","U","2024-11-14 02:40:00.0","기타","192551.752382961    ","454079.025280103    ","기타","","","","","","","","","","","","","","N","85.68","","",""
"3110000","3110000-102-2015-00002","2015-07-08","","01","영업/정상","01","영업","","","","","","86.35","122-924","서울특별시 은평구 응암동 600-3번지 1층 ","서울특별시 은평구 응암로13길 11-3, 1층 (응암동)","03485","아라리요","2015-07-08 14:28:05","I","2018-08-31 23:59:59.0","기타","192533.901889235    ","454107.506056695    ","기타","","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","Y","86.35","","",""
"3110000","3110000-102-2015-00003","2015-12-16","","01","영업/정상","01","영업","","","","","","94.79","122-924","서울특별시 은평구 응암동 599-6번지 지하 1층 ","서울특별시 은평구 응암로 189, 지하 1층 (응암동)","03485","바이킹 노래바","2015-12-16 12:09:06","I","2018-08-31 23:59:59.0","룸살롱","192569.755146918    ","454075.055042729    ","룸살롱","","","학교정화(상대)","기타","상수도전용","","","","","","","","","Y","94.79","","",""
"3110000","3110000-102-2018-00003","2018-02-05","","01","영업/정상","01","영업","","","","","","115.65","122-858","서울특별시 은평구 불광동 281-172 ","서울특별시 은평구 통일로 720, 2층 (불광동)","03368","행복노래밤","2023-03-31 12:14:01","U","2023-04-02 02:40:00.0","룸살롱","193802.267465881    ","456419.663955141    ","룸살롱","","","기타","","상수도전용","","","","","","","","","Y","115.65","","",""
"3110000","3110000-102-2018-00004","2018-02-13","","01","영업/정상","01","영업","","","","","","94.09","122-837","서울특별시 은평구 대조동 14-25번지 ","서울특별시 은평구 불광로 16-3, 2층 (대조동)","03397","파티노래바","2018-02-13 10:48:18","I","2018-08-31 23:59:59.0","룸살롱","193616.713952421    ","456366.273588429    ","룸살롱","","","기타","","상수도전용","","","","","","","","","Y","94.09","","",""
"3110000","3110000-102-2018-00005","2018-03-08","","01","영업/정상","01","영업","","","","","","144.36","122-808","서울특별시 은평구 갈현동 395-25 ","서울특별시 은평구 통일로 863-4 (갈현동)","03330","보물섬","2024-12-30 13:44:56","U","2025-01-01 02:40:00.0","룸살롱","192851.898756942    ","457514.336391383    ","룸살롱","0","0","기타","기타","","0","0","0","0","0","","0","0","Y","144.36","","",""
"3110000","3110000-102-2003-00001","2003-01-21","","01","영업/정상","01","영업","","","","","","98.63","122-858","서울특별시 은평구 불광동 281-176번지 2층 ","서울특별시 은평구 통일로 714, 2층 (불광동)","03368","두 바이","2013-11-22 12:17:01","I","2018-08-31 23:59:59.0","룸살롱","193827.717096922    ","456382.779340308    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","98.63","","",""
"3110000","3110000-102-2012-00004","2012-06-12","","01","영업/정상","01","영업","","","","","","128.70","122-924","서울특별시 은평구 응암동 590-14","서울특별시 은평구 응암로13길 10, 2층 (응암동)","03484","럭셔리","2025-05-19 11:13:03","U","2024-12-04 22:01:00.0","기타","192516.15145259","454158.793320581","","","","","","","","","","","","","","","","","","",""
"3110000","3110000-102-2001-07997","2001-05-01","","01","영업/정상","01","영업","","","","","02 3857072","98.64","122-858","서울특별시 은평구 불광동 281-174 ","서울특별시 은평구 통일로 716-1, 지하1층 (불광동)","03368","하나스탠드","2024-05-29 09:48:11","U","2024-05-31 02:40:00.0","카바레","193815.003892284    ","456401.253507205    ","카바레","0","0","유흥업소밀집지역","자율","상수도전용","0","0","0","0","0","","0","0","N","98.64","","",""
"3110000","3110000-102-2001-07908","2001-05-10","","01","영업/정상","01","영업","","","","","02 3853025","70.75","122-837","서울특별시 은평구 대조동 15-84 지하1 층 ","서울특별시 은평구 통일로65길 24, 지하1층 (대조동)","03397","볼보노래밤","2023-02-20 10:42:16","U","2023-02-22 02:40:00.0","룸살롱","193609.707450556    ","456302.641031305    ","룸살롱","","","","","","","","","","","","","","N","70.75","","",""
"3110000","3110000-102-2001-07932","2001-05-18","","01","영업/정상","01","영업","","","","","02 3082098","115.14","122-924","서울특별시 은평구 응암동 600-5번지 (지하1층) ","서울특별시 은평구 응암로13길 9 (응암동,(지하1층))","03485","메이퀸","2015-10-14 17:11:47","I","2018-08-31 23:59:59.0","카바레","192533.270518913    ","454125.32446932     ","카바레","0","0","주택가주변","자율","상수도전용","","","","","","","","","N","115.14","","",""
"3110000","3110000-102-2001-08066","2001-07-24","","01","영업/정상","01","영업","","","","","02 3765466","98.67","122-924","서울특별시 은평구 응암동 590-12 지하1층 ","서울특별시 은평구 응암로13길 8, 지하1층 (응암동)","03484","왕스타 노래바","2021-09-10 17:22:05","U","2021-09-12 02:40:00.0","룸살롱","192534.570562175    ","454175.165825581    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","98.67","","",""
